,Year of Release,Game Title,Game Price,Score,Votes,Genre
845,2018,Jet Island,19.99,8.12,1578,Action
846,2018,Higurashi When They Cry Hou - Ch.6 Tsumihoroboshi,7.99,8.12,465,Visual Novel
847,2018,Chinese Parents,5.99,8.12,22674,Psychological Horror
848,2018,"Guns, Gore and Cannoli 2",12.99,8.12,3585,Action
849,2018,DYO,0.0,8.11,949,Local Co-Op
850,2018,Megaquarium,9.99,8.1,2669,Simulation
851,2018,Rolling Line,19.99,8.1,1630,Trains
852,2018,Ding Dong XL,0.99,8.1,727,Casual
853,2018,ISLAND,27.99,8.1,1297,Visual Novel
854,2018,ZeroRanger,11.99,8.1,1246,Shoot 'Em Up
855,2018,Kaori After Story,9.99,8.09,449,Choose Your Own Adventure
856,2018,Super Ledgehop: Double Laser,0.99,8.09,616,Rhythm
857,2018,A Raven Monologue,0.0,8.09,2403,Casual
858,2018,Zero-K,0.0,8.09,3051,Strategy
859,2018,TSIOQUE,13.99,8.09,1563,Adventure
860,2018,Google Spotlight Stories: Age of Sail,0.0,8.09,436,Adventure
861,2018,Dungreed,9.99,8.09,7980,Action Roguelike
862,2018,Lost in Vivo,11.99,8.09,2704,Psychological Horror
863,2018,Montaro RE,0.99,8.08,1223,Casual
864,2018,DARK SOULS™: REMASTERED,39.99,8.08,77987,Souls-like
865,2018,The Hex,9.99,8.08,3027,Singleplayer
866,2018,Hentai Girl Hime,0.99,8.08,4044,Dating Sim
867,2018,UNDER NIGHT IN-BIRTH Exe:Late[cl-r],24.99,8.08,3299,2D Fighter
868,2018,DRAGON BALL FighterZ,59.99,8.08,60910,Fighting
869,2018,I'm on Observation Duty,2.99,8.08,1324,Horror
870,2018,Distance,24.99,8.07,6706,Racing
871,2018,Gachi Heroes,0.99,8.07,2025,Memes
872,2018,"Warhammer 40,000: Mechanicus",29.99,8.07,11187,Warhammer 40K
873,2018,Overcooked! 2,24.99,8.07,48339,Online Co-Op
874,2018,Adventure of a Lifetime,12.99,8.07,752,Adventure
875,2018,Bad North: Jotunn Edition,14.99,8.07,8020,Real Time Tactics
876,2018,The Bard's Tale Trilogy,2.99,8.07,1201,RPG
877,2018,The Legend of Heroes: Trails of Cold Steel II,19.99,8.06,2404,JRPG
878,2018,Hexologic,2.99,8.06,917,Logic
879,2018,Katamari Damacy REROLL,29.99,8.06,4591,Great Soundtrack
880,2018,Aimtastic,0.0,8.05,2583,Action
881,2018,TREE,0.0,8.05,2052,Casual
882,2018,Deep Space Waifu: FANTASY,3.99,8.05,1162,Nudity
883,2018,EXAPUNKS,19.99,8.05,1522,Programming
884,2018,Genital Jousting,0.69,8.05,9822,Dating Sim
885,2018,Crystalline,19.99,8.05,1341,Choose Your Own Adventure
886,2018,The Gardens Between,19.99,8.04,2338,Short
887,2018,Wolf Tails,9.99,8.04,840,Dating Sim
888,2018,BallisticNG,14.99,8.04,2645,Combat Racing
889,2018,Wizard of Legend,15.99,8.04,17705,Action Roguelike
890,2018,Assassin's Creed® Odyssey,59.99,8.04,137202,Open World
891,2018,Hakuoki: Edo Blossoms,9.99,8.04,740,Otome
892,2018,Kingdom Two Crowns,19.99,8.03,18894,Base Building
893,2018,Overload,29.99,8.03,1798,Action
894,2018,东方试闻广纪 ~ Perfect Memento of Touhou Question,0.0,8.03,838,Casual
895,2018,428: Shibuya Scramble,9.99,8.03,1574,Visual Novel
896,2018,Fate Seeker,21.09,8.02,12607,RPG
897,2018,Cheeky Chooks,0.0,8.02,2381,Casual
898,2018,GROUND BRANCH,29.99,8.02,13295,Tactical
899,2018,TerraTech,12.49,8.01,19424,Building
900,2019,People Playground,9.99,8.8,180429,Sandbox
901,2019,Slay the Spire,24.99,8.7,130962,Roguelike Deckbuilder
902,2019,Katana ZERO,8.99,8.66,56724,Pixel Graphics
903,2019,Resident Evil 2,9.99,8.65,130845,Zombies
904,2019,A Short Hike,7.99,8.61,13187,Adventure
905,2019,Oxygen Not Included,24.99,8.58,99375,Colony Sim
906,2019,Baba Is You,14.99,8.55,17673,Puzzle
907,2019,Grimm's Hollow,0.0,8.55,11003,Pixel Graphics
908,2019,Sekiro™: Shadows Die Twice - GOTY Edition,59.99,8.54,230397,Souls-like
909,2019,Phoenix Wright: Ace Attorney Trilogy,14.99,8.53,18879,Detective
910,2019,Beat Saber,29.99,8.51,68329,Rhythm
911,2019,Devil May Cry 5,9.89,8.5,101129,Action
912,2019,Touhou Luna Nights,17.99,8.49,12136,Metroidvania
913,2019,Kind Words (lo fi chill beats to write to),4.99,8.49,8159,Emotional
914,2019,Tales of the Black Forest,1.19,8.49,9481,RPG
915,2019,Unheard - Voices of Crime,6.99,8.48,26953,Detective
916,2019,Age of Empires II: Definitive Edition,13.39,8.46,121641,Strategy
917,2019,Gravitas,0.0,8.44,6038,Puzzle
918,2019,My Friend Pedro,4.99,8.42,25534,Action
919,2019,Streets of Rogue,19.99,8.42,18053,Roguelite
920,2019,Muse Dash,2.99,8.42,85562,Music
921,2019,Zup! F,1.99,8.41,7936,Puzzle
922,2019,Aokana - Four Rhythms Across the Blue,17.49,8.41,3999,Visual Novel
923,2019,Sayonara Wild Hearts,12.99,8.39,7153,Great Soundtrack
924,2019,missed messages.,0.0,8.39,13833,Visual Novel
925,2019,Monster Girl Island: Prologue,0.0,8.39,16459,Dating Sim
926,2019,Mindustry,9.99,8.39,14332,Base Building
927,2019,FIVE NIGHTS AT FREDDY'S: HELP WANTED,29.99,8.38,9466,Horror
928,2019,WolfQuest: Anniversary Edition,19.99,8.38,5828,Life Sim
929,2019,Kindergarten 2,14.99,8.37,3358,Adventure
930,2019,Bug Fables: The Everlasting Sapling,11.99,8.37,4087,RPG
931,2019,NGU IDLE,0.0,8.36,9851,Idler
932,2019,Nova Drift,17.99,8.36,9743,Action Roguelike
933,2019,Bloodstained: Ritual of the Night,39.99,8.35,33923,Metroidvania
934,2019,异化之恶〇Abnormal Treatment,0.0,8.34,2927,RPG
935,2019,Backbone: Prologue,0.0,8.34,4115,Adventure
936,2019,PC Building Simulator,4.99,8.33,47336,Simulation
937,2019,A Dance of Fire and Ice,5.99,8.33,51974,Rhythm
938,2019,Master Of Pottery,5.99,8.33,2542,Simulation
939,2019,Halo: The Master Chief Collection,15.99,8.33,204211,Great Soundtrack
940,2019,月影魅像-解放之羽-,15.99,8.33,2682,Visual Novel
941,2019,Hypnospace Outlaw,19.99,8.32,3210,1990's
942,2019,Disco Elysium - The Final Cut,39.99,8.32,75299,RPG
943,2019,ISLANDERS,4.99,8.32,14732,Relaxing
944,2019,Yakuza Kiwami 2,19.99,8.31,12233,Action
945,2019,Neon Beats,0.0,8.31,6093,Rhythm
946,2019,A Plague Tale: Innocence,39.99,8.31,52153,Story Rich
947,2019,Supraland,19.99,8.3,10558,Puzzle
948,2019,SpaceEngine,24.99,8.3,7741,Open World
949,2019,Fluffy Store,0.59,8.3,2976,Visual Novel
950,2019,Spyro™ Reignited Trilogy,39.99,8.3,17003,Adventure
951,2019,One Finger Death Punch 2,7.99,8.29,4064,Action
952,2019,Dream Ending,3.99,8.29,2534,Casual
953,2019,We Become What We Behold [Fan-Made Port],0.0,8.29,3314,Violent
954,2019,Pikuniku,3.24,8.29,6619,Casual
955,2019,TouHou Makuka Sai ~ Fantastic Danmaku Festival Part II,12.99,8.28,2072,Bullet Hell
956,2019,AVICII Invector,19.99,8.28,2835,Casual
957,2019,The Coin Game,13.99,8.27,4333,Life Sim
958,2019,Don't Escape: 4 Days to Survive,14.99,8.27,1701,Adventure
959,2019,Blood™ Fresh Supply,9.99,8.27,5687,FPS
960,2019,Cat Quest II,14.99,8.27,3950,Adventure
961,2019,Descenders,24.99,8.25,13708,Sports
962,2019,DOTOKOI / 像素男友,0.0,8.25,955,Casual
963,2019,异常 | Exception,3.99,8.25,1679,Strategy
964,2019,9-nine-:Episode 2,19.99,8.24,1014,Dating Sim
965,2019,Smile For Me,12.99,8.24,2154,Puzzle
966,2019,Agent A: A puzzle in disguise,19.99,8.24,3906,Logic
967,2019,Reventure,7.99,8.24,7945,Adventure
968,2019,RED HOT VENGEANCE,0.0,8.24,2857,Violent
969,2019,Pilgrims,6.99,8.24,2989,Hand-drawn
970,2019,EARTH DEFENSE FORCE 5,23.99,8.23,8028,Action
971,2019,Yuppie Psycho: Executive Edition,16.66,8.23,6021,Puzzle
972,2019,Later Alligator,17.99,8.22,1940,Point & Click
973,2019,MX Bikes,34.99,8.22,12026,Motocross
974,2019,AMID EVIL,19.99,8.22,5650,FPS
975,2019,I wanna be the Creator,4.19,8.22,2382,Action
976,2019,Necesse,9.99,8.21,6152,Open World Survival Craft
977,2019,Otaku's Adventure,6.99,8.2,6671,Funny
978,2019,BirdGut,0.0,8.2,4097,Adventure
979,2019,What Never Was,0.0,8.2,4601,Adventure
980,2019,My Time At Portia,29.99,8.2,39779,RPG
981,2019,觅长生,12.74,8.2,19604,RPG
982,2019,Splitgate,0.0,8.2,108793,FPS
983,2019,Tiny Snow,3.99,8.19,3504,Visual Novel
984,2019,60 Seconds! Reatomized,9.99,8.19,10853,Strategy
985,2019,GORN,11.99,8.19,7821,Action
986,2019,Yakuza Kiwami,19.99,8.19,15904,Action
987,2019,Project Arrhythmia,11.99,8.18,1815,Music
988,2019,Tangle Tower,19.99,8.18,3054,Detective
989,2019,STEINS;GATE: My Darling's Embrace,11.99,8.18,906,Visual Novel
990,2019,The Good Time Garden,0.0,8.18,2177,Nudity
991,2019,FrostRunner,0.0,8.17,3203,Parkour
992,2019,Touhou Kikeijuu ~ Wily Beast and Weakest Creature.,14.99,8.17,935,Bullet Hell
993,2019,沉睡的法则 Things as They Are,5.99,8.17,978,JRPG
994,2019,No Time,10.99,8.17,1224,Time Travel
995,2019,Red Dead Redemption 2,59.99,8.17,400364,Open World
996,2019,Mushroom Cats,0.0,8.16,1441,Casual
997,2019,BONEWORKS,29.99,8.16,33352,Physics
998,2019,Hentai Girl Karen,0.99,8.16,4358,Anime
999,2019,Gato Roboto,1.99,8.16,3364,Metroidvania
1000,2019,The Jackbox Party Pack 6,29.99,8.16,2553,Trivia
1001,2019,There is No GreenDam,0.0,8.15,1623,Visual Novel
1002,2019,人间 The Lost We Lost,3.99,8.15,2270,Simulation
1003,2019,祈風 Inorikaze,10.99,8.15,349,Adventure
1004,2019,Kao the Kangaroo: Round 2 (2003 re-release),0.99,8.14,7506,Adventure
1005,2019,Fantasy Girl,0.99,8.14,4847,Dating Sim
1006,2019,Hentai Girl Fantasy,0.99,8.14,3967,Dating Sim
1007,2019,Minion Masters,0.0,8.13,60630,Real Time Tactics
1008,2019,Shotgun Farmers,9.99,8.13,9444,Action
1009,2019,The Political Process,14.99,8.12,1479,Political Sim
1010,2019,Assetto Corsa Competizione,39.99,8.12,25736,Racing
1011,2019,Touhou Fantasia / 东方梦想曲,0.0,8.12,1417,Action
1012,2019,Trailmakers,24.99,8.11,15563,Puzzle
1013,2019,旅燕归航 Swallow Homing,0.0,8.11,605,Visual Novel
1014,2019,Zup! 9,1.99,8.11,1475,Puzzle
1015,2019,沙雕之路,10.0,8.1,939,RPG
1016,2019,Hot Lava,19.99,8.1,4993,Precision Platformer
1017,2019,APE OUT,3.74,8.1,2672,Violent
1018,2019,寄甡 Symbiotic Love,6.99,8.1,1259,Casual
1019,2019,Terminator: Resistance,39.99,8.09,11544,FPS
1020,2019,LOVE³ -Love Cube-,9.99,8.09,2377,Dating Sim
1021,2019,Planet Zoo,44.99,8.09,67873,Management
1022,2019,Hello Neighbor Alpha 2,0.0,8.09,2302,Horror
1023,2019,DATE A LIVE: Rio Reincarnation,39.99,8.09,2742,Simulation
1024,2019,DARQ: Complete Edition,19.99,8.09,3497,Horror
1025,2019,Spring Falls,6.99,8.08,653,Casual
1026,2019,The Long Drive,15.99,8.08,21800,Automobile Sim
1027,2019,Baldr Sky,49.99,8.08,1079,Visual Novel
1028,2019,STEINS;GATE: Linear Bounded Phenogram,23.99,8.07,580,Adventure
1029,2019,"I Love You, Colonel Sanders! A Finger Lickin’ Good Dating Simulator",0.0,8.07,11883,Dating Sim
1030,2019,Derail Valley,19.99,8.07,3045,Simulation
1031,2019,Seen,2.99,8.07,8578,Adventure
1032,2019,Mutazione,19.99,8.07,818,Relaxing
1033,2019,The Expression Amrilato,24.99,8.07,585,Story Rich
1034,2019,Don't Escape Trilogy,4.99,8.06,261,Adventure
1035,2019,Ultra Fight Da ! Kyanta 2,0.0,8.06,842,Fighting
1036,2019,When the Darkness comes,0.0,8.06,7951,Psychological Horror
1037,2019,Pathologic 2,34.99,8.06,8193,Story Rich
1038,2019,Voxelgram,9.99,8.06,393,Puzzle
1039,2019,Frog Detective 2: The Case of the Invisible Wizard,4.99,8.06,1366,Comedy
1040,2019,Shipped,9.99,8.05,581,Local Multiplayer
1041,2019,Fate/EXTELLA LINK,49.99,8.05,3865,Anime
1042,2019,Swords & Souls: Neverseen,14.99,8.05,3785,RPG
1043,2019,Forager,19.99,8.05,34312,Open World Survival Craft
1044,2019,逝去的回忆3：四叶草之梦,9.99,8.04,585,RPG
1045,2019,Pizza Game,9.99,8.04,287,Casual
1046,2019,Heart of the Woods,14.99,8.04,712,Story Rich
1047,2019,Unsung Warriors - Prologue,0.0,8.04,1367,Adventure
1048,2019,STAR WARS Jedi: Fallen Order™,39.99,8.04,125893,Action-Adventure
1049,2019,The World is Your Weapon,9.99,8.04,555,Roguelike
1050,2020,Hades,24.99,8.79,225104,Action Roguelike
1051,2020,Half-Life: Alyx,59.99,8.71,80045,FPS
1052,2020,Phasmophobia,13.99,8.7,550465,Horror
1053,2020,Helltaker,0.0,8.69,111404,Cute
1054,2020,ULTRAKILL,24.99,8.68,59865,FPS
1055,2020,Deep Rock Galactic,9.89,8.67,205446,Co-op
1056,2020,The Henry Stickmin Collection,14.99,8.66,36966,Funny
1057,2020,Satisfactory,29.99,8.64,129090,Base Building
1058,2020,OMORI,19.99,8.64,55458,Psychological Horror
1059,2020,Risk of Rain 2,24.99,8.61,233551,Third-Person Shooter
1060,2020,Senren＊Banka,34.99,8.61,13479,Visual Novel
1061,2020,Factorio,35.0,8.6,165573,Automation
1062,2020,Persona 4 Golden,14.99,8.59,62360,JRPG
1063,2020,Ori and the Will of the Wisps,5.99,8.59,110114,Beautiful
1064,2020,ATRI -My Dear Moments-,20.99,8.56,11435,Visual Novel
1065,2020,Our Life: Beginnings & Always,0.0,8.55,9031,Visual Novel
1066,2020,There Is No Game: Wrong Dimension,12.99,8.55,18993,Adventure
1067,2020,The Test,1.99,8.5,18391,Choose Your Own Adventure
1068,2020,Black Mesa,19.99,8.49,94776,FPS
1069,2020,Milk inside a bag of milk inside a bag of milk,0.99,8.49,17314,Visual Novel
1070,2020,Virtual Cottage,0.0,8.46,7787,Relaxing
1071,2020,Besiege,14.99,8.45,45274,Building
1072,2020,Outer Wilds,24.99,8.44,48373,Exploration
1073,2020,Wobbly Life,14.99,8.44,12582,Adventure
1074,2020,Cube Escape Collection,4.99,8.44,4575,Puzzle
1075,2020,Noita,19.99,8.44,53007,Physics
1076,2020,Riddle Joker,21.69,8.44,3475,Visual Novel
1077,2020,The Test: Final Revelation,1.99,8.44,4914,Simulation
1078,2020,NEKOPARA Vol. 4,9.99,8.43,7867,Dating Sim
1079,2020,Spiritfarer®: Farewell Edition,5.99,8.43,30265,Emotional
1080,2020,The Test: Hypothesis Rising,1.99,8.43,5452,Simulation
1081,2020,Post Void,2.99,8.42,8004,Psychedelic
1082,2020,Monster Train,4.99,8.42,18259,Card Battler
1083,2020,Desperados III,39.99,8.42,11438,Strategy
1084,2020,Samsara Room,0.0,8.42,7347,Adventure
1085,2020,Being a DIK - Season 1,13.99,8.4,9553,Dating Sim
1086,2020,The Supper,0.0,8.4,3224,Pixel Graphics
1087,2020,Maitetsu:Last Run!!,34.99,8.4,2878,Dating Sim
1088,2020,Marco & The Galaxy Dragon,19.99,8.4,4794,Visual Novel
1089,2020,shapez,9.99,8.39,9421,Automation
1090,2020,Yakuza: Like a Dragon,14.99,8.39,20728,RPG
1091,2020,Star Fetchers,0.0,8.39,6347,Action
1092,2020,Alba: A Wildlife Adventure,16.99,8.39,4176,Casual
1093,2020,Detroit: Become Human,39.99,8.39,81666,Choices Matter
1094,2020,Monster Prom 2: Monster Camp,11.99,8.38,5126,Dating Sim
1095,2020,Carto,19.99,8.38,6021,Cute
1096,2020,There Is No Game: Jam Edition 2015,0.0,8.38,5594,Casual
1097,2020,Cats Organized Neatly,2.99,8.37,2912,Cats
1098,2020,Vampires' Melody,1.19,8.37,3467,Casual
1099,2020,5D Chess With Multiverse Time Travel,11.99,8.36,5956,Chess
1100,2020,Untitled Goose Game,19.99,8.36,14259,Funny
1101,2020,Door Kickers 2: Task Force North,24.99,8.36,6451,Strategy
1102,2020,The Walking Dead: The Telltale Definitive Series,49.99,8.36,10601,Choices Matter
1103,2020,Epiphyllum in Love,3.99,8.35,1802,Casual
1104,2020,Leaf Blower Revolution - Idle Game,0.0,8.33,19281,Idler
1105,2020,Journey,14.99,8.33,24723,Beautiful
1106,2020,The Room VR: A Dark Matter,29.99,8.33,3096,Adventure
1107,2020,Superliminal,19.99,8.32,22216,Puzzle
1108,2020,The Pedestrian,19.99,8.32,3473,Puzzle
1109,2020,Tukoni,0.0,8.32,3157,Adventure
1110,2020,Zup! Z,1.99,8.32,3831,Puzzle
1111,2020,The Jackbox Party Pack 7,29.99,8.31,3858,Party Game
1112,2020,Fireworks Mania - An Explosive Simulator,11.99,8.3,4170,Sandbox
1113,2020,Sakuya Izayoi Gives You Advice And Dabs,0.99,8.3,1889,Casual
1114,2020,千面 Melancholy Love,4.99,8.3,1662,Casual
1115,2020,CARRION,7.99,8.3,19474,Villain Protagonist
1116,2020,Coloring Game 2,0.0,8.29,3182,Casual
1117,2020,SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,29.99,8.28,13746,Adventure
1118,2020,Coffee Talk,12.99,8.28,7822,Conversation
1119,2020,Poly Bridge 2,14.99,8.27,6398,Building
1120,2020,It Steals,4.99,8.27,907,Survival Horror
1121,2020,Songs for a Hero - Definitive Edition,14.99,8.26,3246,2D Platformer
1122,2020,Manifold Garden,19.99,8.26,4571,Puzzle
1123,2020,像素女友,0.0,8.26,1243,RPG
1124,2020,DRAGON BALL Z: KAKAROT,59.99,8.26,40787,Action
1125,2020,ShellShock Live,6.99,8.26,32224,Tanks
1126,2020,ARMORED HEAD,4.99,8.26,898,Arena Shooter
1127,2020,Chronicon,13.99,8.26,8270,Loot
1128,2020,Project Wingman,24.99,8.26,13185,Flight
1129,2020,A Space For The Unbound - Prologue,0.0,8.25,1251,Pixel Graphics
1130,2020,Vecter,0.0,8.25,2849,Racing
1131,2020,Aokana - Four Rhythms Across the Blue - EXTRA1,9.85,8.25,993,Adventure
1132,2020,Songs of Syx,24.99,8.24,2535,City Builder
1133,2020,Hylics 2,14.99,8.24,1934,RPG
1134,2020,Kingdom Rush Vengeance - Tower Defense,19.99,8.24,6504,Tower Defense
1135,2020,Tiny Bunny: Prologue,0.0,8.24,1889,Horror
1136,2020,Crusader Kings III,49.99,8.24,89289,Strategy
1137,2020,YOU and ME and HER: A Love Story,29.99,8.24,2583,Visual Novel
1138,2020,Some Some Convenience Store,14.99,8.23,2924,Dating Sim
1139,2020,The Riftbreaker: Prologue,0.0,8.23,4084,Base Building
1140,2020,Baldi's Basics Plus,9.99,8.23,2453,Roguelite
1141,2020,泡沫冬景,14.99,8.22,4252,Adventure
1142,2020,TROUBLESHOOTER: Abandoned Children,24.99,8.22,7588,CRPG
1143,2020,LEWDAPOCALYPSE Hentai Evil,0.99,8.22,6555,Dating Sim
1144,2020,Creeper World 4,24.99,8.21,3351,Tower Defense
1145,2020,The Life and Suffering of Sir Brante — Chapter 1&2,0.0,8.2,2019,Interactive Fiction
1146,2020,a new life.,2.99,8.2,1799,Story Rich
1147,2020,Return to Shironagasu Island,4.99,8.2,2384,Adventure
1148,2020,WORLD OF HORROR,14.99,8.19,5583,Horror
1149,2020,恋爱绮谭~不存在的夏天~,8.99,8.19,2392,Visual Novel
1150,2020,House,9.99,8.19,1442,Horror
1151,2020,Spelunky 2,19.99,8.19,16890,Platformer
1152,2020,Island Saver,0.0,8.19,2712,Adventure
1153,2020,When The Past Was Around,7.99,8.19,2895,Hidden Object
1154,2020,I Wanna Maker,0.0,8.19,3335,Precision Platformer
1155,2020,Flowers -Le volume sur automne-,19.99,8.19,561,Visual Novel
1156,2020,DDraceNetwork,0.0,8.19,11544,Online Co-Op
1157,2020,坦率的小红帽和爱说谎的狼,0.0,8.19,934,RPG
1158,2020,Unrailed!,19.99,8.19,15952,Co-op
1159,2020,The Coma 2: Vicious Sisters,14.99,8.18,2331,Horror
1160,2020,Dictators:No Peace Countryballs,0.99,8.18,5233,Strategy
1161,2020,Propagation VR,0.0,8.18,4655,Action
1162,2020,Murder House,11.99,8.18,1670,Horror
1163,2020,Roboquest,19.99,8.18,6010,FPS
1164,2020,Wingspan,13.99,8.18,6848,Building
1165,2020,DRAGON QUEST® XI S: Echoes of an Elusive Age™ - Definitive Edition,25.99,8.18,6773,JRPG
1166,2020,Florence,5.99,8.18,9545,Casual
1167,2020,Micro Platformer,0.0,8.18,1409,Precision Platformer
1168,2020,The Procession to Calvary,9.99,8.17,758,Dark Comedy
1169,2020,Summer Memories,19.99,8.17,10678,Dating Sim
1170,2020,Soda Dungeon 2,0.0,8.17,4751,RPG
1171,2020,Stormworks: Build and Rescue,24.99,8.17,35744,Sandbox
1172,2020,DOOM Eternal,39.99,8.17,170836,Action
1173,2020,Roman's Christmas / 罗曼圣诞探案集,10.99,8.17,1383,Story Rich
1174,2020,Mini Healer,7.99,8.17,1823,Party-Based RPG
1175,2020,Mosaique Neko Waifus 2,1.99,8.16,2490,Anime
1176,2020,Into the Radius VR,29.99,8.16,7693,Survival
1177,2020,A Summer's End - Hong Kong 1986,14.99,8.16,1457,Casual
1178,2020,Ghostrunner,29.99,8.16,48413,Action
1179,2020,NOeSIS01_诉说谎言记忆物语,0.0,8.16,1033,RPG
1180,2020,One Step From Eden,19.99,8.16,6671,Action Roguelike
1181,2020,Sea of Thieves 2023 Edition,19.99,8.15,279394,Adventure
1182,2020,DOOM 64,4.99,8.15,5916,Action
1183,2020,Utawarerumono: Mask of Truth,39.99,8.15,1117,RPG
1184,2020,Littlewood,14.99,8.15,6008,Pixel Graphics
1185,2020,STORY OF SEASONS: Friends of Mineral Town,19.99,8.14,4401,Simulation
1186,2020,Shotgun Witch,0.0,8.14,872,Arena Shooter
1187,2020,Making*Lovers,14.99,8.14,570,Casual
1188,2020,The Battle of Polytopia,14.99,8.14,3299,Strategy
1189,2020,Boomerang Fu,14.99,8.13,1536,4 Player Local
1190,2020,Streets of Rage 4,24.99,8.13,15503,Action
1191,2020,Friendship with Benefits,10.99,8.13,1381,Dating Sim
1192,2020,CBT With Yuuka Kazami,0.99,8.13,849,Casual
1193,2020,Maiden and Spell,12.99,8.13,595,Action
1194,2020,Creaks,19.99,8.12,2967,Puzzle
1195,2020,Saiko no sutoka,4.99,8.12,2463,Horror
1196,2020,The White Door,3.99,8.12,4812,Adventure
1197,2020,Cyber Hook,14.99,8.12,2233,3D Platformer
1198,2020,Slap City,19.99,8.12,2802,Action
1199,2020,Penko Park,6.49,8.12,392,Creature Collector
1200,2021,Totally Accurate Battle Simulator,19.99,8.69,105034,Sandbox
1201,2021,Dyson Sphere Program,19.99,8.65,70210,Space
1202,2021,Inscryption,11.99,8.61,89413,Card Battler
1203,2021,Firework,9.99,8.6,31981,Horror
1204,2021,Rhythm Doctor,15.99,8.58,17310,Rhythm
1205,2021,Cookie Clicker,4.99,8.57,43967,Clicker
1206,2021,The Room 4: Old Sins,8.99,8.57,11907,Puzzle
1207,2021,Valheim,19.99,8.54,402684,Open World Survival Craft
1208,2021,It Takes Two,39.99,8.52,124270,Co-op
1209,2021,Resident Evil Village,19.99,8.51,92150,Survival Horror
1210,2021,Tiny Bunny,12.99,8.51,10789,Visual Novel
1211,2021,Clone Drone in the Danger Zone,19.99,8.49,22256,Robots
1212,2021,Before Your Eyes,9.99,8.48,10116,Emotional
1213,2021,Webbed,9.99,8.47,10076,2D Platformer
1214,2021,Project Kat - Paper Lily Prologue,0.0,8.47,3688,Psychological Horror
1215,2021,Word Game: Episode 0,0.0,8.47,4408,Minimalist
1216,2021,Doki Doki Literature Club Plus!,14.99,8.47,19426,Psychological Horror
1217,2021,Touhou Mystia's Izakaya,4.19,8.47,14210,Casual
1218,2021,TOEM,19.99,8.46,3537,Cozy
1219,2021,100 hidden frogs,0.0,8.46,4706,Hidden Object
1220,2021,Far Away,12.99,8.45,4924,Singleplayer
1221,2021,MADNESS: Project Nexus,24.99,8.45,11805,Gore
1222,2021,Milk outside a bag of milk outside a bag of milk,8.99,8.45,10665,Psychological Horror
1223,2021,SuchArt: Creative Space,0.0,8.44,6207,Simulation
1224,2021,Muck,0.0,8.44,143738,Survival
1225,2021,Psychonauts 2,20.39,8.43,9019,Story Rich
1226,2021,第七号列车 - Train No. 7,0.0,8.43,5535,Casual
1227,2021,Townscaper,5.99,8.42,18454,Controller
1228,2021,Cruelty Squad,19.99,8.42,10311,Capitalism
1229,2021,Mon Bazou,15.99,8.41,8096,Choose Your Own Adventure
1230,2021,Aventura Copilului Albastru și Urât,1.99,8.41,2312,Anime
1231,2021,Find Love or Die Trying,0.0,8.41,8797,Dating Sim
1232,2021,The Last Campfire,14.99,8.4,5348,Puzzle
1233,2021,Purrgatory,0.0,8.4,2633,Visual Novel
1234,2021,死寂（Deathly Stillness）,0.0,8.39,17106,Zombies
1235,2021,Car Mechanic Simulator 2021,24.99,8.39,19052,Simulation
1236,2021,Paint the Town Red,19.99,8.39,22286,Gore
1237,2021,Alpaca Stacka,0.0,8.39,4859,Exploration
1238,2021,Snake Force,0.0,8.39,4465,Action
1239,2021,星空列车与白的旅行,19.99,8.39,2123,Visual Novel
1240,2021,The Planet Crafter: Prologue,0.0,8.39,8895,Survival
1241,2021,OPUS: Echo of Starsong - Full Bloom Edition,24.99,8.39,6710,Visual Novel
1242,2021,Mini Motorways,9.99,8.38,15916,Strategy
1243,2021,BAD END THEATER,9.99,8.37,4949,Multiple Endings
1244,2021,UNBEATABLE [white label],0.0,8.37,7182,Rhythm
1245,2021,Gunfire Reborn,19.99,8.37,85161,FPS
1246,2021,LoveChoice,1.99,8.36,20660,Romance
1247,2021,ROUNDS,5.99,8.36,17571,Fighting
1248,2021,The Rewinder,14.99,8.35,5399,Adventure
1249,2021,枝江往事,0.0,8.35,4985,Casual
1250,2021,The Forgotten City,24.99,8.35,7471,Adventure
1251,2021,Impostor Factory,9.99,8.35,8911,Story Rich
1252,2021,Marvel's Guardians of the Galaxy,59.99,8.35,25993,Story Rich
1253,2021,Milo and the Magpies,1.99,8.34,2148,Adventure
1254,2021,Touhou Hero of Ice Fairy: Prologue,0.0,8.34,2812,Action
1255,2021,Walkabout Mini Golf VR,14.99,8.34,2214,Sports
1256,2021,At Home Alone Final,0.0,8.34,4468,RPG
1257,2021,WorldBox - God Simulator,19.99,8.34,23164,God Game
1258,2021,Little Nightmares II,29.99,8.34,26758,Horror
1259,2021,ENDER LILIES: Quietus of the Knights,13.74,8.34,24253,Metroidvania
1260,2021,Dagon: by H. P. Lovecraft,0.0,8.34,9261,Horror
1261,2021,Tales from the Borderlands,19.99,8.33,16631,Comedy
1262,2021,Everhood,9.99,8.32,10180,Great Soundtrack
1263,2021,Sword and Fairy,4.99,8.31,2868,RPG
1264,2021,Lay a Beauty to Rest: The Darkness Peach Blossom Spring,13.99,8.31,4450,Adventure
1265,2021,Scarlet Hollow,24.99,8.31,1241,Choices Matter
1266,2021,Wildermyth,24.99,8.31,14847,Party-Based RPG
